operation_id,variant_name,asset_path,graph_name,node_candidate,variant_mode,requested_variant_count,available_spawn_count,actual_spawn_count,required_variant_count,setup_status,preview_status,execute_status,readback_status,failure_kind,expected_readback
"op.datetime_add_datetime","GWGen_op_datetime_add_datetime_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunk_r55aknw_op_datetime_add_datetime","EG_GraphWriteGenerality_op_datetime_add_datetime","op.datetime_add_datetime","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_datetime_add_datetime"
"op.datetime_add_timespan","GWGen_op_datetime_add_timespan_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunk_r55aknw_op_datetime_add_timespan","EG_GraphWriteGenerality_op_datetime_add_timespan","op.datetime_add_timespan","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_datetime_add_timespan"
"op.datetime_equal","GWGen_op_datetime_equal_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_datetime_equal","EG_GraphWriteGenerality_op_datetime_equal","op.datetime_equal","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_datetime_equal"
"op.datetime_greater","GWGen_op_datetime_greater_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_datetime_greater","EG_GraphWriteGenerality_op_datetime_greater","op.datetime_greater","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_datetime_greater"
"op.datetime_greater_equal","GWGen_op_datetime_greater_equal_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chun_r55aknw_op_datetime_greater_equal","EG_GraphWriteGenerality_op_datetime_greater_equal","op.datetime_greater_equal","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_datetime_greater_equal"
"op.datetime_less","GWGen_op_datetime_less_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_datetime_less","EG_GraphWriteGenerality_op_datetime_less","op.datetime_less","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_datetime_less"
"op.datetime_less_equal","GWGen_op_datetime_less_equal_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_r55aknw_op_datetime_less_equal","EG_GraphWriteGenerality_op_datetime_less_equal","op.datetime_less_equal","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_datetime_less_equal"
"op.datetime_not_equal","GWGen_op_datetime_not_equal_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_datetime_not_equal","EG_GraphWriteGenerality_op_datetime_not_equal","op.datetime_not_equal","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_datetime_not_equal"
"op.datetime_subtract_datetime","GWGen_op_datetime_subtract_datetime_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07__r55aknw_op_datetime_subtract_datetime","EG_GraphWriteGenerality_op_datetime_subtract_datetime","op.datetime_subtract_datetime","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_datetime_subtract_datetime"
"op.datetime_subtract_timespan","GWGen_op_datetime_subtract_timespan_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07__r55aknw_op_datetime_subtract_timespan","EG_GraphWriteGenerality_op_datetime_subtract_timespan","op.datetime_subtract_timespan","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_datetime_subtract_timespan"
"op.dot","GWGen_op_dot_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_dot","EG_GraphWriteGenerality_op_dot","op.dot","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_dot"
"op.dot3","GWGen_op_dot3_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_dot3","EG_GraphWriteGenerality_op_dot3","op.dot3","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_dot3"
"op.equal_exact","GWGen_op_equal_exact_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_equal_exact","EG_GraphWriteGenerality_op_equal_exact","op.equal_exact","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_equal_exact"
"op.equal_ignore_case","GWGen_op_equal_ignore_case_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_equal_ignore_case","EG_GraphWriteGenerality_op_equal_ignore_case","op.equal_ignore_case","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_equal_ignore_case"
"op.intpoint_equal","GWGen_op_intpoint_equal_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_intpoint_equal","EG_GraphWriteGenerality_op_intpoint_equal","op.intpoint_equal","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_intpoint_equal"
"op.max","GWGen_op_max_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_max","EG_GraphWriteGenerality_op_max","op.max","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_max"
"op.min","GWGen_op_min_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_min","EG_GraphWriteGenerality_op_min","op.min","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_min"
"op.modulo","GWGen_op_modulo_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_modulo","EG_GraphWriteGenerality_op_modulo","op.modulo","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_modulo"
"op.near_equal","GWGen_op_near_equal_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_near_equal","EG_GraphWriteGenerality_op_near_equal","op.near_equal","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_near_equal"
"op.negate","GWGen_op_negate_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_negate","EG_GraphWriteGenerality_op_negate","op.negate","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_negate"
"op.not_equal_exact","GWGen_op_not_equal_exact_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_not_equal_exact","EG_GraphWriteGenerality_op_not_equal_exact","op.not_equal_exact","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_not_equal_exact"
"op.not_equal_ignore_case","GWGen_op_not_equal_ignore_case_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunk_r55aknw_op_not_equal_ignore_case","EG_GraphWriteGenerality_op_not_equal_ignore_case","op.not_equal_ignore_case","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_not_equal_ignore_case"
"op.string_append","GWGen_op_string_append_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_string_append","EG_GraphWriteGenerality_op_string_append","op.string_append","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_string_append"
"op.transform_compose","GWGen_op_transform_compose_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_Chunked_20260527_op_transform_compose","EG_GraphWriteGenerality_op_transform_compose","op.transform_compose","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_op_transform_compose"
"schedule.latent_or_async_node","GWGen_schedule_latent_or_async_node_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07__r55aknw_schedule_latent_or_async_node","EG_GraphWriteGenerality_schedule_latent_or_async_node","schedule.latent_or_async_node","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_schedule_latent_or_async_node"
"schedule.timer_delegate_node","GWGen_schedule_timer_delegate_node_00","/Game/BlueprintHelper/Generality/BP_GraphWriteGenerality_GraphWrite80_RealCaseE2E_AllFix07_C_r55aknw_schedule_timer_delegate_node","EG_GraphWriteGenerality_schedule_timer_delegate_node","schedule.timer_delegate_node","limited_real_nodes","10","1","1","1","pass","pass","pass","pass","none","EG_GraphWriteGenerality_schedule_timer_delegate_node"
